month,category,region,sku,product_name,qty,amount,cost,margin
2026-01,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,535,50825,35310,15515
2026-01,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,257,46260,33924,12336
2026-01,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,550,52250,36300,15950
2026-01,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,271,48780,35772,13008
2026-01,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,428,40660,28248,12412
2026-01,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,250,45000,33000,12000
2026-01,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,427,40565,28182,12383
2026-01,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,314,56520,41448,15072
2026-01,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,497,47215,32802,14413
2026-02,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,5414,514330,389808,124522
2026-02,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,2003,640960,510765,130195
2026-02,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2061,195795,148392,47403
2026-02,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,790,252800,201450,51350
2026-02,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,1997,189715,143784,45931
2026-02,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,613,196160,156315,39845
2026-02,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2299,218405,165528,52877
2026-02,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,647,207040,164985,42055
2026-02,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2170,206150,156240,49910
2026-02,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,547,175040,139485,35555
2026-02,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2419,229805,174168,55637
2026-02,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,524,167680,133620,34060
2026-02,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,4225,414050,338000,76050
2026-02,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2424,351480,278760,72720
2026-02,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1408,137984,112640,25344
2026-02,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1201,174145,138115,36030
2026-02,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1621,158858,129680,29178
2026-02,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,1085,157325,124775,32550
2026-02,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1322,129556,105760,23796
2026-02,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,736,106720,84640,22080
2026-02,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1250,122500,100000,22500
2026-02,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,776,112520,89240,23280
2026-02,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1501,147098,120080,27018
2026-02,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,983,142535,113045,29490
2026-02,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,669,461610,394710,66900
2026-02,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,693,498960,443520,55440
2026-02,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,256,176640,151040,25600
2026-02,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,200,144000,128000,16000
2026-02,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,249,171810,146910,24900
2026-02,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,206,148320,131840,16480
2026-02,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,156,107640,92040,15600
2026-02,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,203,146160,129920,16240
2026-02,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,207,142830,122130,20700
2026-02,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,215,154800,137600,17200
2026-02,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,172,118680,101480,17200
2026-02,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,226,162720,144640,18080
2026-02,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,2817,183105,135216,47889
2026-02,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,796,246760,208552,38208
2026-02,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1326,86190,63648,22542
2026-02,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,301,93310,78862,14448
2026-02,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1348,87620,64704,22916
2026-02,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,221,68510,57902,10608
2026-02,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1093,71045,52464,18581
2026-02,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,231,71610,60522,11088
2026-02,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,940,61100,45120,15980
2026-02,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,237,73470,62094,11376
2026-02,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1207,78455,57936,20519
2026-02,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,207,64170,54234,9936
2026-02,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,975,175500,128700,46800
2026-02,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,1371,130245,90486,39759
2026-02,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,308,55440,40656,14784
2026-02,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,642,60990,42372,18618
2026-02,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,305,54900,40260,14640
2026-02,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,626,59470,41316,18154
2026-02,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,246,44280,32472,11808
2026-02,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,409,38855,26994,11861
2026-02,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,283,50940,37356,13584
2026-02,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,530,50350,34980,15370
2026-02,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,287,51660,37884,13776
2026-02,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,409,38855,26994,11861
2026-03,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,6858,651510,493776,157734
2026-03,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,2162,691840,551310,140530
2026-03,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2926,277970,210672,67298
2026-03,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,716,229120,182580,46540
2026-03,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,3265,310175,235080,75095
2026-03,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,950,304000,242250,61750
2026-03,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2004,190380,144288,46092
2026-03,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,528,168960,134640,34320
2026-03,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2282,216790,164304,52486
2026-03,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,725,232000,184875,47125
2026-03,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,1965,186675,141480,45195
2026-03,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,658,210560,167790,42770
2026-03,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,3975,389550,318000,71550
2026-03,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2849,413105,327635,85470
2026-03,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1743,170814,139440,31374
2026-03,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1218,176610,140070,36540
2026-03,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1531,150038,122480,27558
2026-03,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,1164,168780,133860,34920
2026-03,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1487,145726,118960,26766
2026-03,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,1016,147320,116840,30480
2026-03,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1493,146314,119440,26874
2026-03,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,975,141375,112125,29250
2026-03,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1282,125636,102560,23076
2026-03,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,945,137025,108675,28350
2026-03,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,599,413310,353410,59900
2026-03,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,745,536400,476800,59600
2026-03,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,292,201480,172280,29200
2026-03,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,282,203040,180480,22560
2026-03,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,270,186300,159300,27000
2026-03,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,222,159840,142080,17760
2026-03,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,171,117990,100890,17100
2026-03,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,162,116640,103680,12960
2026-03,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,203,140070,119770,20300
2026-03,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,224,161280,143360,17920
2026-03,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,233,160770,137470,23300
2026-03,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,182,131040,116480,14560
2026-03,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,3316,215540,159168,56372
2026-03,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,831,257610,217722,39888
2026-03,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1373,89245,65904,23341
2026-03,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,308,95480,80696,14784
2026-03,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1383,89895,66384,23511
2026-03,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,282,87420,73884,13536
2026-03,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,924,60060,44352,15708
2026-03,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,263,81530,68906,12624
2026-03,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1024,66560,49152,17408
2026-03,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,200,62000,52400,9600
2026-03,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1260,81900,60480,21420
2026-03,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,245,75950,64190,11760
2026-03,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,959,172620,126588,46032
2026-03,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,2058,195510,135828,59682
2026-03,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,381,68580,50292,18288
2026-03,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,685,65075,45210,19865
2026-03,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,407,73260,53724,19536
2026-03,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,603,57285,39798,17487
2026-03,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,322,57960,42504,15456
2026-03,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,454,43130,29964,13166
2026-03,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,243,43740,32076,11664
2026-03,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,542,51490,35772,15718
2026-03,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,315,56700,41580,15120
2026-03,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,597,56715,39402,17313
2026-04,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,9314,884830,670608,214222
2026-04,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,1974,631680,503370,128310
2026-04,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2846,270370,204912,65458
2026-04,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,879,281280,224145,57135
2026-04,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2537,241015,182664,58351
2026-04,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,738,236160,188190,47970
2026-04,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2154,204630,155088,49542
2026-04,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,801,256320,204255,52065
2026-04,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2085,198075,150120,47955
2026-04,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,591,189120,150705,38415
2026-04,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2520,239400,181440,57960
2026-04,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,617,197440,157335,40105
2026-04,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,5119,501662,409520,92142
2026-04,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2998,434710,344770,89940
2026-04,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,2150,210700,172000,38700
2026-04,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1307,189515,150305,39210
2026-04,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1537,150626,122960,27666
2026-04,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,1446,209670,166290,43380
2026-04,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1571,153958,125680,28278
2026-04,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,999,144855,114885,29970
2026-04,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1166,114268,93280,20988
2026-04,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,774,112230,89010,23220
2026-04,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1335,130830,106800,24030
2026-04,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,1222,177190,140530,36660
2026-04,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,694,478860,409460,69400
2026-04,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,869,625680,556160,69520
2026-04,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,272,187680,160480,27200
2026-04,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,269,193680,172160,21520
2026-04,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,235,162150,138650,23500
2026-04,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,218,156960,139520,17440
2026-04,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,241,166290,142190,24100
2026-04,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,172,123840,110080,13760
2026-04,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,222,153180,130980,22200
2026-04,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,213,153360,136320,17040
2026-04,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,197,135930,116230,19700
2026-04,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,216,155520,138240,17280
2026-04,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,3952,256880,189696,67184
2026-04,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,681,211110,178422,32688
2026-04,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1462,95030,70176,24854
2026-04,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,363,112530,95106,17424
2026-04,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1450,94250,69600,24650
2026-04,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,302,93620,79124,14496
2026-04,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1288,83720,61824,21896
2026-04,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,229,70990,59998,10992
2026-04,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1257,81705,60336,21369
2026-04,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,196,60760,51352,9408
2026-04,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1443,93795,69264,24531
2026-04,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,307,95170,80434,14736
2026-04,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,847,152460,111804,40656
2026-04,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,1926,182970,127116,55854
2026-04,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,423,76140,55836,20304
2026-04,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,549,52155,36234,15921
2026-04,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,297,53460,39204,14256
2026-04,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,568,53960,37488,16472
2026-04,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,316,56880,41712,15168
2026-04,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,471,44745,31086,13659
2026-04,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,237,42660,31284,11376
2026-04,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,604,57380,39864,17516
2026-04,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,268,48240,35376,12864
2026-04,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,600,57000,39600,17400
2026-05,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,8598,816810,619056,197754
2026-05,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,2177,696640,555135,141505
2026-05,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2739,260205,197208,62997
2026-05,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,671,214720,171105,43615
2026-05,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,3188,302860,229536,73324
2026-05,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,878,280960,223890,57070
2026-05,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2354,223630,169488,54142
2026-05,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,719,230080,183345,46735
2026-05,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2119,201305,152568,48737
2026-05,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,570,182400,145350,37050
2026-05,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2248,213560,161856,51704
2026-05,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,761,243520,194055,49465
2026-05,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,4800,470400,384000,86400
2026-05,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2898,420210,333270,86940
2026-05,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1601,156898,128080,28818
2026-05,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1157,167765,133055,34710
2026-05,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1707,167286,136560,30726
2026-05,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,980,142100,112700,29400
2026-05,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1239,121422,99120,22302
2026-05,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,730,105850,83950,21900
2026-05,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1452,142296,116160,26136
2026-05,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,1026,148770,117990,30780
2026-05,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1620,158760,129600,29160
2026-05,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,998,144710,114770,29940
2026-05,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,796,549240,469640,79600
2026-05,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,813,585360,520320,65040
2026-05,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,240,165600,141600,24000
2026-05,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,257,185040,164480,20560
2026-05,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,288,198720,169920,28800
2026-05,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,255,183600,163200,20400
2026-05,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,179,123510,105610,17900
2026-05,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,168,120960,107520,13440
2026-05,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,193,133170,113870,19300
2026-05,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,217,156240,138880,17360
2026-05,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,232,160080,136880,23200
2026-05,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,239,172080,152960,19120
2026-05,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,3124,203060,149952,53108
2026-05,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,928,287680,243136,44544
2026-05,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1524,99060,73152,25908
2026-05,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,288,89280,75456,13824
2026-05,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1237,80405,59376,21029
2026-05,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,255,79050,66810,12240
